,review,rating
356,"Na mensi predlokti doporucuji 42mm…i na malem predlokti vypadaji skvele a zaroven je display dostatecne velky na vse, co potrebujete",100
357,"Hodinky jsou super ale kdybych věděl, že je nelze nechat opravit tak abych neztratil záruku a zároveň měl jistotu, že zůstanou vodotěsné tak do toho nejdu. Oprava stojí cca 9500,-",100
358,"Supr, měl jsem šestky, ale tyto jsou o 100% lepší",100
359,Nejlepší hodinky pro běžné užívání,100
360,Vše funguje jak má. Manželka je spokojená. :-),100
361,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
362,Hodiny fungují bez problemů,60
363,Na baterce vydrží jeden den.,100
364,Apple,100
365,"Dobře vypadají,fungují jak mají.",100
366,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
367,Vetsi obrazovka znamena lepsi rychly nahled,100
368,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
369,jasná kvalita a zpracování,80
370,Super,100
371,vše ok,100
372,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
373,super kvalita od  ,100
374,Hodinky super,100
375,"Velmi pěkné, kvalitní hodinky",100
376,Titanové tělo je lehké a zároveň pevné,100
377,Dárek pro syna a ten je z hodinek nadšený,100
378,Lepší než serie 8,80
379,Kvalita,100
380,Jas displeje na slunci,100
381,Hodinky peckovni.,100
382,Skvěle sedí pro ženy a děti,100
383,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
384,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
385,funguje dle očekávání,100
386,Vše funguje jak má,100
387,snadné ovládání ,100
388,Prijemne na noseni super design,100
389,Spokojenost,100
390,Přítelkyně je happy,100
391,Splňuje všechna očekávání.,100
392,Super,100
393,Slabá výdrž batérie,100
394,"Přechod ze starších Apple Watch Series 6 na novou desítku nepřináší revoluci, ale několik drobných vylepšení, která ve výsledku potěší. Mezi hlavní výhody patří výrazně lepší displej – je jasnější a mnohem lépe čitelný i na přímém slunci, což je fajn zejména při sportu nebo běžném pohybu venku. Hodinky také působí na ruce příjemněji, jsou lehčí a ergonomicky lépe padnou. Oceňuji i mírně delší výdrž baterie, která bez problémů zvládne celý den aktivního používání. Celkový výkon je spolehlivý a plynulý – systém funguje bez záseků a senzory reagují přesně. Tradičně vysoká kvalita zpracování a prémiové materiály.",100
395,Nosim pořád,80
396,Presně podle očekávání a rychlé dodání,100
397,"Snadnější přístup k základním informacím - komunikace, počasí, upozornění atd...",100
398,Manželka spokojená po přechodu z modelu SE,100
399,Prostě Apple Watch. Kdo to jednou zkusí už nechce jinak. ,100
400,"Hezčí, větší, rychlejší",100
401,"Supr, měl jsem šestky, ale tyto jsou o 100% lepší",100
402,hodinky splnili očekávání.,100
403,Jsem spokojna,100
404,"zatím je mám krátce, ale fungují skvěle",80
405,Jsou skvělý,100
406,"Doporučuji, iOS",100
407,Velký displej. Hned spojeno s mobilem.,100
408,"Hodinky používám denně, zatím naprostá spokojenost. Ovládání je rychlé, propojení s iPhonem funguje skvěle. Design je elegantní a působí velmi prémiově. Výdrž baterie je možná trochu kratší, ale je možné, že se to ještě upraví podle používání.",100
409,"Přecházel jsem z APPLE Watch SE 44mm 1.generace. Takže pro mě to byl hodně velký skok. Vše na co jsem zvyklý a největší rozdíl je pro mě v displeji a ten v kombinaci s tenkým tělem hodinek vypadá hodně dobře. Navíc má krásný jas na přímém slunci a pozorovací úhly jsou taktéž velice dobré. Výdrž baterie je více jak jeden den, ale neřeším to, protože než se oholím a dám sprchu, tak jsou hodinky, vzhledem k rychlému nabíjení, zcela nabité. Varianta Jet black byla k mému černě titanovému iPhonu jasná volba, ale s tím přichází i fakt, že člověk musí holt dávat větší pozor, protože každý škrábanec zde půjde hodně vidět.",100
410,Podle očekávání OK,100
411,"Bez esim, bývali bychom koupili jiné, kdyby na to prodejce upozornil.",80
412,"Na mensi predlokti doporucuji 42mm…i na malem predlokti vypadaji skvele a zaroven je display dostatecne velky na vse, co potrebujete",100
413,"Hodinky jsou super ale kdybych věděl, že je nelze nechat opravit tak abych neztratil záruku a zároveň měl jistotu, že zůstanou vodotěsné tak do toho nejdu. Oprava stojí cca 9500,-",100
414,Nejlepší hodinky pro běžné užívání,100
415,"Ačkoliv výdrž baterie je o něco lepší než u Series 6, od desáté generace bych očekávala větší skok kupředu – stále je nutné nabíjet každý den. Také mě mrzí omezené možnosti výběru řemínků při nákupu mimo oficiální Apple Store, což ztěžuje personalizaci podle vlastního vkusu.",100
416,Vetsi display nez predchozi model,100
417,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
418,Hodiny fungují bez problemů,60
419,Na baterce vydrží jeden den.,100
420,Apple,100
421,"Dobře vypadají,fungují jak mají.",100
422,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
423,Vetsi obrazovka znamena lepsi rychly nahled,100
424,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
425,jasná kvalita a zpracování,80
426,Super,100
427,vše ok,100
428,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
429,super kvalita od  ,100
430,Hodinky super,100
431,"Velmi pěkné, kvalitní hodinky",100
432,Titanové tělo je lehké a zároveň pevné,100
433,Dárek pro syna a ten je z hodinek nadšený,100
434,Lepší než serie 8,80
435,Kvalita,100
436,Jas displeje na slunci,100
437,Hodinky peckovni.,100
438,Skvěle sedí pro ženy a děti,100
439,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
440,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
441,funguje dle očekávání,100
442,Vše funguje jak má,100
443,snadné ovládání ,100
444,Prijemne na noseni super design,100
445,Spokojenost,100
446,Přítelkyně je happy,100
447,Splňuje všechna očekávání.,100
448,Super,100
449,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
450,Hodiny fungují bez problemů,60
451,Na baterce vydrží jeden den.,100
452,Apple,100
453,"Dobře vypadají,fungují jak mají.",100
454,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
455,Vetsi obrazovka znamena lepsi rychly nahled,100
456,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
457,jasná kvalita a zpracování,80
458,Super,100
459,vše ok,100
460,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
461,super kvalita od  ,100
462,Hodinky super,100
463,"Velmi pěkné, kvalitní hodinky",100
464,Titanové tělo je lehké a zároveň pevné,100
465,Dárek pro syna a ten je z hodinek nadšený,100
466,Lepší než serie 8,80
467,Kvalita,100
468,Jas displeje na slunci,100
469,Hodinky peckovni.,100
470,Skvěle sedí pro ženy a děti,100
471,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
472,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
473,funguje dle očekávání,100
474,Vše funguje jak má,100
475,snadné ovládání ,100
476,Prijemne na noseni super design,100
477,Spokojenost,100
478,Přítelkyně je happy,100
479,Splňuje všechna očekávání.,100
480,Super,100
481,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
482,Hodiny fungují bez problemů,60
483,Na baterce vydrží jeden den.,100
484,Apple,100
485,"Dobře vypadají,fungují jak mají.",100
486,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
487,Vetsi obrazovka znamena lepsi rychly nahled,100
488,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
489,jasná kvalita a zpracování,80
490,Super,100
491,vše ok,100
492,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
493,super kvalita od  ,100
494,Hodinky super,100
495,"Velmi pěkné, kvalitní hodinky",100
496,Titanové tělo je lehké a zároveň pevné,100
497,Dárek pro syna a ten je z hodinek nadšený,100
498,Lepší než serie 8,80
499,Kvalita,100
500,Jas displeje na slunci,100
501,Hodinky peckovni.,100
502,Skvěle sedí pro ženy a děti,100
503,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
504,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
505,funguje dle očekávání,100
506,Vše funguje jak má,100
507,snadné ovládání ,100
508,Prijemne na noseni super design,100
509,Spokojenost,100
510,Přítelkyně je happy,100
511,Splňuje všechna očekávání.,100
512,Super,100
513,Slabá výdrž batérie,100
514,"Přechod ze starších Apple Watch Series 6 na novou desítku nepřináší revoluci, ale několik drobných vylepšení, která ve výsledku potěší. Mezi hlavní výhody patří výrazně lepší displej – je jasnější a mnohem lépe čitelný i na přímém slunci, což je fajn zejména při sportu nebo běžném pohybu venku. Hodinky také působí na ruce příjemněji, jsou lehčí a ergonomicky lépe padnou. Oceňuji i mírně delší výdrž baterie, která bez problémů zvládne celý den aktivního používání. Celkový výkon je spolehlivý a plynulý – systém funguje bez záseků a senzory reagují přesně. Tradičně vysoká kvalita zpracování a prémiové materiály.",100
515,Nosim pořád,80
516,Presně podle očekávání a rychlé dodání,100
517,"Snadnější přístup k základním informacím - komunikace, počasí, upozornění atd...",100
518,Manželka spokojená po přechodu z modelu SE,100
519,Prostě Apple Watch. Kdo to jednou zkusí už nechce jinak. ,100
520,"Hezčí, větší, rychlejší",100
521,Prostě apple,100
522,"Velmi pěkné, kvalitní hodinky",100
523,Pěkný displej,80
524,Naprosto nadherný premiový vzhled,100
525,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
526,Hodiny fungují bez problemů,60
527,Na baterce vydrží jeden den.,100
528,Apple,100
529,"Dobře vypadají,fungují jak mají.",100
530,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
531,Vetsi obrazovka znamena lepsi rychly nahled,100
532,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
533,jasná kvalita a zpracování,80
534,Super,100
535,vše ok,100
536,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
537,super kvalita od  ,100
538,Hodinky super,100
539,Titanové tělo je lehké a zároveň pevné,100
540,Dárek pro syna a ten je z hodinek nadšený,100
541,Lepší než serie 8,80
542,Kvalita,100
543,Jas displeje na slunci,100
544,Hodinky peckovni.,100
545,Skvěle sedí pro ženy a děti,100
546,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
547,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
548,funguje dle očekávání,100
549,Vše funguje jak má,100
550,snadné ovládání ,100
551,Prijemne na noseni super design,100
552,Spokojenost,100
553,Přítelkyně je happy,100
554,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
555,Hodiny fungují bez problemů,60
556,Na baterce vydrží jeden den.,100
557,Apple,100
558,"Dobře vypadají,fungují jak mají.",100
559,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
560,Vetsi obrazovka znamena lepsi rychly nahled,100
561,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
562,jasná kvalita a zpracování,80
563,Super,100
564,vše ok,100
565,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
566,super kvalita od  ,100
567,Hodinky super,100
568,"Velmi pěkné, kvalitní hodinky",100
569,Titanové tělo je lehké a zároveň pevné,100
570,Dárek pro syna a ten je z hodinek nadšený,100
571,Lepší než serie 8,80
572,Kvalita,100
573,Jas displeje na slunci,100
574,Hodinky peckovni.,100
575,Skvěle sedí pro ženy a děti,100
576,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
577,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
578,funguje dle očekávání,100
579,Vše funguje jak má,100
580,snadné ovládání ,100
581,Prijemne na noseni super design,100
582,Spokojenost,100
583,Přítelkyně je happy,100
584,Splňuje všechna očekávání.,100
585,Super,100
586,Slabá výdrž batérie,100
587,"Přechod ze starších Apple Watch Series 6 na novou desítku nepřináší revoluci, ale několik drobných vylepšení, která ve výsledku potěší. Mezi hlavní výhody patří výrazně lepší displej – je jasnější a mnohem lépe čitelný i na přímém slunci, což je fajn zejména při sportu nebo běžném pohybu venku. Hodinky také působí na ruce příjemněji, jsou lehčí a ergonomicky lépe padnou. Oceňuji i mírně delší výdrž baterie, která bez problémů zvládne celý den aktivního používání. Celkový výkon je spolehlivý a plynulý – systém funguje bez záseků a senzory reagují přesně. Tradičně vysoká kvalita zpracování a prémiové materiály.",100
588,Nosim pořád,80
589,Presně podle očekávání a rychlé dodání,100
590,"Snadnější přístup k základním informacím - komunikace, počasí, upozornění atd...",100
591,Manželka spokojená po přechodu z modelu SE,100
592,Prostě Apple Watch. Kdo to jednou zkusí už nechce jinak. ,100
593,"Hezčí, větší, rychlejší",100
594,Prostě apple,100
595,Vysoká odolnosť oproti hliníkovým modelom,100
596,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
597,Hodiny fungují bez problemů,60
598,Na baterce vydrží jeden den.,100
599,Apple,100
600,"Dobře vypadají,fungují jak mají.",100
601,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
602,Vetsi obrazovka znamena lepsi rychly nahled,100
603,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
604,jasná kvalita a zpracování,80
605,Super,100
606,vše ok,100
607,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
608,super kvalita od  ,100
609,Hodinky super,100
610,"Velmi pěkné, kvalitní hodinky",100
611,Titanové tělo je lehké a zároveň pevné,100
612,Dárek pro syna a ten je z hodinek nadšený,100
613,Lepší než serie 8,80
614,Kvalita,100
615,Jas displeje na slunci,100
616,Hodinky peckovni.,100
617,Skvěle sedí pro ženy a děti,100
618,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
619,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
620,funguje dle očekávání,100
621,Vše funguje jak má,100
622,snadné ovládání ,100
623,Prijemne na noseni super design,100
624,Spokojenost,100
625,Přítelkyně je happy,100
626,Splňuje všechna očekávání.,100
627,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
628,Hodiny fungují bez problemů,60
629,Na baterce vydrží jeden den.,100
630,Apple,100
631,"Dobře vypadají,fungují jak mají.",100
632,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
633,Vetsi obrazovka znamena lepsi rychly nahled,100
634,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
635,jasná kvalita a zpracování,80
636,Super,100
637,vše ok,100
638,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
639,super kvalita od  ,100
640,Hodinky super,100
641,"Velmi pěkné, kvalitní hodinky",100
642,Titanové tělo je lehké a zároveň pevné,100
643,Dárek pro syna a ten je z hodinek nadšený,100
644,Lepší než serie 8,80
645,Kvalita,100
646,Jas displeje na slunci,100
647,Hodinky peckovni.,100
648,Skvěle sedí pro ženy a děti,100
649,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
650,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
651,funguje dle očekávání,100
652,Vše funguje jak má,100
653,snadné ovládání ,100
654,Prijemne na noseni super design,100
655,Spokojenost,100
656,Přítelkyně je happy,100
657,Splňuje všechna očekávání.,100
658,Super,100
659,Slabá výdrž batérie,100
660,"Přechod ze starších Apple Watch Series 6 na novou desítku nepřináší revoluci, ale několik drobných vylepšení, která ve výsledku potěší. Mezi hlavní výhody patří výrazně lepší displej – je jasnější a mnohem lépe čitelný i na přímém slunci, což je fajn zejména při sportu nebo běžném pohybu venku. Hodinky také působí na ruce příjemněji, jsou lehčí a ergonomicky lépe padnou. Oceňuji i mírně delší výdrž baterie, která bez problémů zvládne celý den aktivního používání. Celkový výkon je spolehlivý a plynulý – systém funguje bez záseků a senzory reagují přesně. Tradičně vysoká kvalita zpracování a prémiové materiály.",100
661,Nosim pořád,80
662,Presně podle očekávání a rychlé dodání,100
663,"Snadnější přístup k základním informacím - komunikace, počasí, upozornění atd...",100
664,Manželka spokojená po přechodu z modelu SE,100
665,Prostě Apple Watch. Kdo to jednou zkusí už nechce jinak. ,100
666,"Hezčí, větší, rychlejší",100
667,Prostě apple,100
668,Zatím čekám až se předchozí majitel uráčí smazat svoje Apple ID,40
669,Povedený kousek,80
670,Perfektní,100
671,"Proti předchozím výrazně větší aktivní část dipsleje, při podobných rozměrech",100
672,splnilo očekávání,100
673,Používam len týždeň ale baterka mi vydrží celý deň. Vrátane spánku a cvičenia. Ráno nabijem na 100% okolo 8. Na budúci deň v rovnaký čas mám približne 40%.,100
674,Hodinky jsou velmi dobře zpravované.,100
675,vše ok,100
676,"Lehke, praktictejsi pro bezne noseni nez ultra watch",100
677,kvalitne spracovanie,60
678,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
679,Hodiny fungují bez problemů,60
680,Na baterce vydrží jeden den.,100
681,Apple,100
682,"Dobře vypadají,fungují jak mají.",100
683,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
684,Vetsi obrazovka znamena lepsi rychly nahled,100
685,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
686,jasná kvalita a zpracování,80
687,Super,100
688,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
689,super kvalita od  ,100
690,Hodinky super,100
691,"Velmi pěkné, kvalitní hodinky",100
692,Titanové tělo je lehké a zároveň pevné,100
693,Dárek pro syna a ten je z hodinek nadšený,100
694,Lepší než serie 8,80
695,Kvalita,100
696,Jas displeje na slunci,100
697,Hodinky peckovni.,100
698,Skvěle sedí pro ženy a děti,100
699,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
700,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
701,funguje dle očekávání,100
702,Vše funguje jak má,100
703,snadné ovládání ,100
704,Prijemne na noseni super design,100
705,Spokojenost,100
706,Přítelkyně je happy,100
707,Splňuje všechna očekávání.,100
708,Super,100
709,Slabá výdrž batérie,100
710,"Přechod ze starších Apple Watch Series 6 na novou desítku nepřináší revoluci, ale několik drobných vylepšení, která ve výsledku potěší. Mezi hlavní výhody patří výrazně lepší displej – je jasnější a mnohem lépe čitelný i na přímém slunci, což je fajn zejména při sportu nebo běžném pohybu venku. Hodinky také působí na ruce příjemněji, jsou lehčí a ergonomicky lépe padnou. Oceňuji i mírně delší výdrž baterie, která bez problémů zvládne celý den aktivního používání. Celkový výkon je spolehlivý a plynulý – systém funguje bez záseků a senzory reagují přesně. Tradičně vysoká kvalita zpracování a prémiové materiály.",100
711,Nosim pořád,80
712,Presně podle očekávání a rychlé dodání,100
713,"Snadnější přístup k základním informacím - komunikace, počasí, upozornění atd...",100
714,Manželka spokojená po přechodu z modelu SE,100
715,Prostě Apple Watch. Kdo to jednou zkusí už nechce jinak. ,100
716,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
717,Hodiny fungují bez problemů,60
718,Na baterce vydrží jeden den.,100
719,Apple,100
720,"Dobře vypadají,fungují jak mají.",100
721,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
722,Vetsi obrazovka znamena lepsi rychly nahled,100
723,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
724,jasná kvalita a zpracování,80
725,Super,100
726,vše ok,100
727,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
728,super kvalita od  ,100
729,Hodinky super,100
730,"Velmi pěkné, kvalitní hodinky",100
731,Titanové tělo je lehké a zároveň pevné,100
732,Dárek pro syna a ten je z hodinek nadšený,100
733,Lepší než serie 8,80
734,Kvalita,100
735,Jas displeje na slunci,100
736,Hodinky peckovni.,100
737,Skvěle sedí pro ženy a děti,100
738,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
739,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
740,funguje dle očekávání,100
741,Vše funguje jak má,100
742,snadné ovládání ,100
743,Prijemne na noseni super design,100
744,Spokojenost,100
745,Přítelkyně je happy,100
746,Splňuje všechna očekávání.,100
747,Super,100
748,Slabá výdrž batérie,100
749,"Přechod ze starších Apple Watch Series 6 na novou desítku nepřináší revoluci, ale několik drobných vylepšení, která ve výsledku potěší. Mezi hlavní výhody patří výrazně lepší displej – je jasnější a mnohem lépe čitelný i na přímém slunci, což je fajn zejména při sportu nebo běžném pohybu venku. Hodinky také působí na ruce příjemněji, jsou lehčí a ergonomicky lépe padnou. Oceňuji i mírně delší výdrž baterie, která bez problémů zvládne celý den aktivního používání. Celkový výkon je spolehlivý a plynulý – systém funguje bez záseků a senzory reagují přesně. Tradičně vysoká kvalita zpracování a prémiové materiály.",100
750,Nosim pořád,80
751,Presně podle očekávání a rychlé dodání,100
752,"Snadnější přístup k základním informacím - komunikace, počasí, upozornění atd...",100
753,Manželka spokojená po přechodu z modelu SE,100
754,Prostě Apple Watch. Kdo to jednou zkusí už nechce jinak. ,100
755,"Hezčí, větší, rychlejší",100
756,Prostě apple,100
757,Nejlepší hodinky pro běžné užívání,100
758,Vetsi display nez predchozi model,100
759,"Pěkné hodinky
",100
760,"nemajú chybu, spĺňajú všetko čo som od nich očakával",100
761,hodinky splnili očekávání.,100
762,Jsem spokojna,100
763,"zatím je mám krátce, ale fungují skvěle",80
764,Jsou skvělý,100
765,"Doporučuji, iOS",100
766,Velký displej. Hned spojeno s mobilem.,100
767,"Hodinky používám denně, zatím naprostá spokojenost. Ovládání je rychlé, propojení s iPhonem funguje skvěle. Design je elegantní a působí velmi prémiově. Výdrž baterie je možná trochu kratší, ale je možné, že se to ještě upraví podle používání.",100
768,"Přecházel jsem z APPLE Watch SE 44mm 1.generace. Takže pro mě to byl hodně velký skok. Vše na co jsem zvyklý a největší rozdíl je pro mě v displeji a ten v kombinaci s tenkým tělem hodinek vypadá hodně dobře. Navíc má krásný jas na přímém slunci a pozorovací úhly jsou taktéž velice dobré. Výdrž baterie je více jak jeden den, ale neřeším to, protože než se oholím a dám sprchu, tak jsou hodinky, vzhledem k rychlému nabíjení, zcela nabité. Varianta Jet black byla k mému černě titanovému iPhonu jasná volba, ale s tím přichází i fakt, že člověk musí holt dávat větší pozor, protože každý škrábanec zde půjde hodně vidět.",100
769,Podle očekávání OK,100
770,"Bez esim, bývali bychom koupili jiné, kdyby na to prodejce upozornil.",80
771,"Na mensi predlokti doporucuji 42mm…i na malem predlokti vypadaji skvele a zaroven je display dostatecne velky na vse, co potrebujete",100
772,"Hodinky jsou super ale kdybych věděl, že je nelze nechat opravit tak abych neztratil záruku a zároveň měl jistotu, že zůstanou vodotěsné tak do toho nejdu. Oprava stojí cca 9500,-",100
773,"Supr, měl jsem šestky, ale tyto jsou o 100% lepší",100
774,"Ačkoliv výdrž baterie je o něco lepší než u Series 6, od desáté generace bych očekávala větší skok kupředu – stále je nutné nabíjet každý den. Také mě mrzí omezené možnosti výběru řemínků při nákupu mimo oficiální Apple Store, což ztěžuje personalizaci podle vlastního vkusu.",100
775,Vetsi obrazovka znamena lepsi rychly nahled,100
776,Super,100
777,Jas displeje na slunci,100
778,Apple Watch ma sprevádzajú už niekoľko generácii. Hodinky perfektne fungujú s iPhone a ich funkcie plnohodnotne spĺňajú všetko čo potrebujem,100
779,design,100
780,"Na internetu se psalo, že hodinky nemají měření saturace krvinek kyslíkem v krvi, ale má. Baterie zatím drží téměř 2 dny, což je super.",100
781,Prodloužená ruka telefonu,80
782,"Přesně sedí na ruce, trošku náročné na ovládání,",100
783,vzhled,100
784,Tenčí a větší display,100
785,Pořád nejlepší chytré hodinky pro iPhone,100
786,Nový štíhlejší design s větším displayem lépe padne na ruku,100
787,Jako dlouholetý uživatel Apple hodnotím kladně,100
788,Delší vydrž baterie než u starších modelu,80
789,Je to proste Apple,100
790,Výdrž batérie,100
791,watchOS,40
792,Velky displej,100
793,"super, kto má jablko",100
794,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
795,Hodiny fungují bez problemů,60
796,Na baterce vydrží jeden den.,100
797,Apple,100
798,"Dobře vypadají,fungují jak mají.",100
799,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
800,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
801,jasná kvalita a zpracování,80
802,vše ok,100
803,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
804,super kvalita od  ,100
805,Hodinky super,100
806,"Velmi pěkné, kvalitní hodinky",100
807,Titanové tělo je lehké a zároveň pevné,100
808,Dárek pro syna a ten je z hodinek nadšený,100
809,Lepší než serie 8,80
810,Kvalita,100
811,Hodinky peckovni.,100
812,Skvěle sedí pro ženy a děti,100
813,Oprava v autorizovaném servisu stojí stejně jako nové hodinky.,100
814,funguje dle očekávání,100
815,Vše funguje jak má,100
816,snadné ovládání ,100
817,"Nemusím pořád tahat mobil z kapsy, abych se podíval kolik je hodin.",100
818,Hodiny fungují bez problemů,60
819,Na baterce vydrží jeden den.,100
820,Apple,100
821,"Dobře vypadají,fungují jak mají.",100
822,"jsem spokojena, jsou to již druhé Apple Watch, předešlé SE, spokojenost",100
823,Vetsi obrazovka znamena lepsi rychly nahled,100
824,Povedený kousek elektroniky..nezbytná součást k produktům od Applu.. maximální spokojenost.. určitě doporučuji..,100
825,jasná kvalita a zpracování,80
826,Super,100
827,vše ok,100
828,"Nechal jsem aplikovat ochrannou fólii, a hrůza druhý den se odlepila , takových lidi víc , co neumí udělat svou práci pořádně",20
829,super kvalita od  ,100
830,Hodinky super,100
831,"Velmi pěkné, kvalitní hodinky",100
832,Titanové tělo je lehké a zároveň pevné,100
833,Dárek pro syna a ten je z hodinek nadšený,100
834,Lepší než serie 8,80
835,Kvalita,100
836,Jas displeje na slunci,100
837,Hodinky peckovni.,100
838,Skvěle sedí pro ženy a děti,100
